Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
285011,Esan,18548,Confirmed Eruption,NW E-san,,,?,-1050,,0,,0,,Correlation: Tephrochronology,,,,,,,,41.805,141.166
285032,Yoteizan,18585,Confirmed Eruption,NW flank (Hangetsu-ko),,,?,-1050,,0,,0,,Correlation: Tephrochronology,,,,,,,,42.827,140.812
282080,Aira,17044,Confirmed Eruption,,,,?,-1050,,0,,0,,Correlation: Magnetism,,,,,,,,31.593,130.657
282060,Kikai,16984,Confirmed Eruption,Inamura-dake,2,,,-1090,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
284060,Aogashima,18304,Confirmed Eruption,NNW flank,,,,-1100,300,0,,0,,Correlation: Tephrochronology,,,,,,,,32.458,139.759
283120,Kusatsu-Shiranesan,17819,Confirmed Eruption,Moto-Shirane,4,,,-1120,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,36.618,138.528
283110,Asamayama,17675,Confirmed Eruption,,,,,-1130,1430,0,,0,,Correlation: Tephrochronology,,,,,,,,36.406,138.523
282050,Kuchinoerabujima,16957,Confirmed Eruption,Furudake,,,,-1140,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
283010,Izu-Tobu,17376,Confirmed Eruption,Kawagodaira,4,+,,-1150,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.9,139.098
284050,Hachijojima,18293,Confirmed Eruption,SE flank of Nishi-yama (Kanda-yama),,,,-1150,700,0,,0,,Correlation: Tephrochronology,,,,,,,,33.137,139.766
283280,Hakkodasan,18131,Confirmed Eruption,O-dake,1,,?,-1150,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.659,140.877
283240,Iwatesan,17568,Confirmed Eruption,Nishi-Iwate,,,?,-1150,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,39.853,141.001
282100,Unzendake,17171,Confirmed Eruption,Fugendake-Sancho,,,,-1150,500,0,,0,,Radiogenic: Thermoluminescence,,,,,,,,32.761,130.299
284060,Aogashima,18303,Confirmed Eruption,,,,,-1200,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.458,139.759
284010,Izu-Oshima,18155,Confirmed Eruption,,,,?,-1200,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
283020,Hakoneyama,17383,Confirmed Eruption,NW side of Kami-yama (Kanmuriga-take),2,,?,-1200,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.233,139.021
283100,Myokosan,17667,Confirmed Eruption,,,,?,-1200,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.891,138.114
284020,Niijima,18247,Confirmed Eruption,,,,?,-1250,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.397,139.27
284040,Miyakejima,17584,Confirmed Eruption,,3,,?,-1250,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.094,139.526
284050,Hachijojima,18292,Confirmed Eruption,Nishi-yama,,,,-1250,800,0,,0,,Correlation: Tephrochronology,,,,,,,,33.137,139.766
283240,Iwatesan,17567,Confirmed Eruption,Higashi-Iwate,3,,?,-1250,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.853,141.001
283260,Akita-Yakeyama,18075,Confirmed Eruption,,,,,-1250,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.964,140.757
282110,Asosan,17193,Confirmed Eruption,,,,,-1270,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,32.884,131.104
283030,Fujisan,17410,Confirmed Eruption,,,,,-1300,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.361,138.728
283030,Fujisan,17409,Confirmed Eruption,,5,,?,-1350,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283200,Naruko,17992,Confirmed Eruption,,,,,-1350,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.729,140.734
285050,Tokachidake,18636,Confirmed Eruption,Ground Crater,3,,?,-1350,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.418,142.686
282110,Asosan,17192,Confirmed Eruption,Komezuka,3,,?,-1350,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.884,131.104
283200,Naruko,17991,Confirmed Eruption,,,,<,-1400,,0,,0,,Correlation: Tephrochronology,,,,,,,,38.729,140.734
283020,Hakoneyama,17382,Confirmed Eruption,NW side of Kami-yama (Kanmuriga-take),,,,-1400,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.233,139.021
283150,Nasudake,17872,Confirmed Eruption,Chausu-dake,2,?,,-1440,500,0,,0,,Correlation: Tephrochronology,,,,,,,,37.125,139.963
283030,Fujisan,17408,Confirmed Eruption,,,,,-1450,100,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283230,Akita-Komagatake,18043,Confirmed Eruption,,,,,-1450,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.761,140.799
284040,Miyakejima,17583,Confirmed Eruption,NW flank (NGS scoria layer),,,,-1450,500,0,,0,,Correlation: Tephrochronology,,,,,,,,34.094,139.526
284010,Izu-Oshima,18154,Confirmed Eruption,,,,?,-1450,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
285060,Taisetsuzan,18666,Confirmed Eruption,Asahi-dake,,,,-1450,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.664,142.854
282100,Unzendake,17170,Confirmed Eruption,Fugen-dake (Kazaana),,,,-1450,500,0,,0,,Radiogenic: Thermoluminescence,,,,,,,,32.761,130.299
282050,Kuchinoerabujima,16956,Confirmed Eruption,Shindake,,,,-1450,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
282070,Ata,17012,Confirmed Eruption,"Mizunashi, Kagami, Ikezoko maars",,,?,-1450,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
282070,Ata,17011,Confirmed Eruption,Kaimon,4,,?,-1500,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
283240,Iwatesan,17566,Confirmed Eruption,Higashi-Iwate,,,,-1500,300,0,,0,,Correlation: Tephrochronology,,,,,,,,39.853,141.001
283030,Fujisan,17407,Confirmed Eruption,,,,,-1510,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.361,138.728
283170,Adatarayama,17906,Confirmed Eruption,Numanotaira,,,,-1550,1100,0,,0,,Correlation: Tephrochronology,,,,,,,,37.647,140.281
285080,Kussharo,18722,Confirmed Eruption,Atosanupuri,,,,-1550,2000,0,,0,,Correlation: Tephrochronology,,,,,,,,43.615,144.427
282070,Ata,17010,Confirmed Eruption,Nabeshima-dake,,,?,-1550,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
283190,Zaozan [Zaosan],17947,Confirmed Eruption,Goshiki-dake,,,?,-1600,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.144,140.44
282070,Ata,17009,Confirmed Eruption,Kaimon,3,,?,-1610,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
283240,Iwatesan,17565,Confirmed Eruption,Nishi-Iwate (O-jigokudani area),,,?,-1650,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.853,141.001
282110,Asosan,17191,Confirmed Eruption,Ojo-dake,3,,?,-1650,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.884,131.104
285061,Maruyama,18662,Confirmed Eruption,Maru-yama,2,,?,-1700,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.418,143.031
282120,Kujusan,17358,Confirmed Eruption,Taisen-Minami,,,,-1720,300,0,,0,,Correlation: Tephrochronology,,,,,,,,33.086,131.249
283090,Niigata-Yakeyama,17533,Confirmed Eruption,,,,?,-1750,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.921,138.036
285050,Tokachidake,18635,Confirmed Eruption,,,,,-1750,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.418,142.686
282070,Ata,17008,Confirmed Eruption,Kaimon,4,,?,-1780,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
283160,Bandaisan,17892,Confirmed Eruption,Numanotaira,,,,-1800,1250,0,,0,,Correlation: Tephrochronology,,,,,,,,37.601,140.072
283180,Azumayama,17920,Confirmed Eruption,Issaikyo,,,,-1800,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.735,140.244
284040,Miyakejima,17582,Confirmed Eruption,South flank (Mizutamari maar),3,,,-1800,50,0,,0,,Correlation: Tephrochronology,,,,,,,,34.094,139.526
284060,Aogashima,18302,Confirmed Eruption,Northwest flank,2,?,,-1800,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.458,139.759
282060,Kikai,16983,Confirmed Eruption,Inamura-dake,,,,-1830,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
282110,Asosan,17190,Confirmed Eruption,,,,,-1830,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,32.884,131.104
283030,Fujisan,17406,Confirmed Eruption,,,,,-1850,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
283090,Niigata-Yakeyama,17532,Confirmed Eruption,,,,,-1900,1050,0,,0,,Correlation: Tephrochronology,,,,,,,,36.921,138.036
283002,Sanbesan,17371,Confirmed Eruption,Taihei-zan,4,,?,-1920,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.141,132.622
283150,Nasudake,17871,Confirmed Eruption,Chausu-dake,2,?,,-2000,1450,0,,0,,Correlation: Tephrochronology,,,,,,,,37.125,139.963
283140,Nikko-Shiranesan,17854,Confirmed Eruption,,,,?,-2000,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.799,139.376
284040,Miyakejima,17581,Confirmed Eruption,,3,,,-2000,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.094,139.526
283190,Zaozan [Zaosan],17946,Confirmed Eruption,Goshiki-dake,,,,-2000,500,0,,0,,Correlation: Tephrochronology,,,,,,,,38.144,140.44
283240,Iwatesan,17564,Confirmed Eruption,Nishi-yama,,,?,-2000,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.853,141.001
282070,Ata,17007,Confirmed Eruption,Kaimon,4,,?,-2010,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.22,130.57
282080,Aira,17043,Confirmed Eruption,,,,?,-2050,,0,,0,,Correlation: Magnetism,,,,,,,,31.593,130.657
282110,Asosan,17189,Confirmed Eruption,Kishima-dake,3,,?,-2050,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.884,131.104
282090,Kirishimayama,17096,Confirmed Eruption,Shinmoe-dake (Mae-yama Pumice),3,,?,-2050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,31.934,130.862
283240,Iwatesan,17563,Confirmed Eruption,Higashi-Iwate,,,,-2050,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.853,141.001
283262,Megata,18073,Confirmed Eruption,,,,?,-2050,,0,,0,,Correlation: Tephrochronology,,,,,,,,39.95,139.73
284050,Hachijojima,18291,Confirmed Eruption,"SE of Nishi-yama, NE of Higashi-yama",5,,?,-2050,,0,,0,,Correlation: Tephrochronology,,,,,,,,33.137,139.766
283010,Izu-Tobu,17375,Confirmed Eruption,Yoichizaka,,,?,-2050,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.9,139.098
283030,Fujisan,17405,Confirmed Eruption,,,,?,-2050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
285070,Akan,18673,Confirmed Eruption,"Kita-yama, Me-Akan (Ponmachineshiri)",,,?,-2050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.384,144.013
285081,Mashu,18711,Confirmed Eruption,Kamuinupuri,4,,,-2050,40,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.572,144.561
283010,Izu-Tobu,17374,Confirmed Eruption,Omuro-yama,4,,,-2100,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,34.9,139.098
283100,Myokosan,17559,Confirmed Eruption,,,,,-2100,500,0,,0,,Correlation: Tephrochronology,,,,,,,,36.891,138.114
282100,Unzendake,17169,Confirmed Eruption,Mayu-yama (Tengu-yama),,,,-2150,800,0,,0,,Radiogenic: Thermoluminescence,,,,,,,,32.761,130.299
282110,Asosan,17188,Confirmed Eruption,,,,?,-2150,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.884,131.104
283280,Hakkodasan,18130,Confirmed Eruption,O-dake,3,,?,-2250,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.659,140.877
283190,Zaozan [Zaosan],17945,Confirmed Eruption,Goshiki-dake area,,,,-2300,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.144,140.44
282110,Asosan,17187,Confirmed Eruption,,,,,-2350,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,32.884,131.104
282120,Kujusan,17357,Confirmed Eruption,Danbaru,4,,,-2440,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,33.086,131.249
283030,Fujisan,17404,Confirmed Eruption,,,,,-2450,500,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
284050,Hachijojima,18290,Confirmed Eruption,Nishi-yama,4,,,-2450,500,0,,0,,Correlation: Tephrochronology,,,,,,,,33.137,139.766
282060,Kikai,16982,Confirmed Eruption,Old Iwo-dake,,,,-2450,840,0,,0,,Correlation: Tephrochronology,,,,,,,,30.793,130.305
284050,Hachijojima,18289,Confirmed Eruption,S flank of Higashi-yama (Myohoji),3,,,-2550,500,0,,0,,Correlation: Tephrochronology,,,,,,,,33.137,139.766
284010,Izu-Oshima,18153,Confirmed Eruption,,,,?,-2550,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
283030,Fujisan,17403,Confirmed Eruption,,,,?,-2550,,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283070,Yakedake,17488,Confirmed Eruption,,0,,?,-2550,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.227,137.587
283050,Hakusan,17464,Confirmed Eruption,,,,,-2550,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.155,136.771
283110,Asamayama,17674,Confirmed Eruption,,4,,,-2550,500,0,,0,,Correlation: Anthropology,,,,,,,,36.406,138.523
282110,Asosan,17186,Confirmed Eruption,Jigoku explosion crater,1,,?,-2550,,0,,0,,Correlation: Tephrochronology,,,,,,,,32.884,131.104
283170,Adatarayama,17905,Confirmed Eruption,Numanotaira,3,,,-2600,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.647,140.281
283190,Zaozan [Zaosan],17944,Confirmed Eruption,Goshiki-dake area,,,,-2600,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.144,140.44
282100,Unzendake,17168,Confirmed Eruption,Mayu-yama (Shichimen-zan),,,,-2640,500,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.761,130.299
282090,Kirishimayama,17095,Confirmed Eruption,Mi-ike,4,,?,-2650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,31.934,130.862
285050,Tokachidake,18634,Confirmed Eruption,,,,,-2650,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.418,142.686
282070,Ata,17006,Confirmed Eruption,Ikeda-ko caldera,5,,,-2690,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,31.22,130.57
283240,Iwatesan,17562,Confirmed Eruption,Higashi-Iwate,,,,-2700,200,0,,0,,Correlation: Tephrochronology,,,,,,,,39.853,141.001
284050,Hachijojima,18288,Confirmed Eruption,Between Nishi-yama & Higashi-yama,3,,,-2700,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,33.137,139.766
282100,Unzendake,17167,Confirmed Eruption,Fugen-dake,,,,-2720,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,32.761,130.299
283180,Azumayama,17919,Confirmed Eruption,Issaikyo,,,,-2750,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.735,140.244
283100,Myokosan,17558,Confirmed Eruption,,4,,,-2750,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.891,138.114
285060,Taisetsuzan,18665,Confirmed Eruption,Asahi-dake,,,,-2800,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.664,142.854
285081,Mashu,18710,Confirmed Eruption,Kamuinupuri,3,,,-2800,750,0,,0,,Correlation: Tephrochronology,,,,,,,,43.572,144.561
283030,Fujisan,17402,Confirmed Eruption,,,,,-2800,300,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283280,Hakkodasan,18129,Confirmed Eruption,O-dake,2,,?,-2850,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.659,140.877
282110,Asosan,17185,Confirmed Eruption,Naka-dake,0,,?,-2850,,0,,0,,Correlation: Tephrochronology,,,,,,,,32.884,131.104
282080,Aira,17042,Confirmed Eruption,Kita-dake,4,,?,-2900,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,31.593,130.657
284040,Miyakejima,17580,Confirmed Eruption,,4,,,-2900,500,0,,0,,Correlation: Tephrochronology,,,,,,,,34.094,139.526
283100,Myokosan,17557,Confirmed Eruption,,,,?,-2900,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.891,138.114
283240,Iwatesan,17561,Confirmed Eruption,Nishi-Iwate,,,,-2950,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.853,141.001
283180,Azumayama,17918,Confirmed Eruption,Issaikyo,1,,,-3000,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.735,140.244
283240,Iwatesan,17560,Confirmed Eruption,Higashi-Iwate,,,?,-3050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,39.853,141.001
283260,Akita-Yakeyama,18074,Confirmed Eruption,Onigajo lava dome,,,?,-3050,,0,,0,,Radiogenic: Thermoluminescence,,,,,,,,39.964,140.757
283142,Omanago Group,17851,Confirmed Eruption,Mitsu-dake,,,?,-3050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,36.795,139.507
283030,Fujisan,17401,Confirmed Eruption,,,,?,-3050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
285070,Akan,18672,Confirmed Eruption,"Nishi-yama, O-Akan",,,?,-3050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.384,144.013
282080,Aira,17041,Confirmed Eruption,Kita-dake,4,,?,-3050,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,31.593,130.657
282090,Kirishimayama,17094,Confirmed Eruption,Takachiho-mine,3,,?,-3050,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.934,130.862
282120,Kujusan,17356,Confirmed Eruption,"Iwaigo-dake, Ogigahana, Hizengajo",,,,-3110,500,0,,0,,Correlation: Tephrochronology,,,,,,,,33.086,131.249
285060,Taisetsuzan,18664,Confirmed Eruption,Asahi-dake,,,,-3200,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.664,142.854
283080,Midagahara,17526,Confirmed Eruption,Jigoku-dani,,,,-3200,2100,0,,0,,Correlation: Tephrochronology,,,,,,,,36.571,137.59
282060,Kikai,16981,Confirmed Eruption,Old Iwo-dake,,,,-3250,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
283240,Iwatesan,18062,Confirmed Eruption,,0,,,-3250,500,0,,0,,Correlation: Tephrochronology,,,,,,,,39.853,141.001
283190,Zaozan [Zaosan],17943,Confirmed Eruption,Goshiki-dake area,,,,-3350,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.144,140.44
284050,Hachijojima,18287,Confirmed Eruption,Nishi-yama,,,,-3350,1300,0,,0,,Correlation: Tephrochronology,,,,,,,,33.137,139.766
283151,Numazawa,17865,Confirmed Eruption,,5,,?,-3400,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.444,139.566
283100,Myokosan,17556,Confirmed Eruption,,,,?,-3450,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.891,138.114
283110,Asamayama,17673,Confirmed Eruption,,3,,?,-3450,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,36.406,138.523
282050,Kuchinoerabujima,16955,Confirmed Eruption,Furudake,,,,-3480,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
283210,Kurikomayama,17995,Confirmed Eruption,,,,,-3540,2480,0,,0,,Correlation: Tephrochronology,,,,,,,,38.961,140.788
283050,Hakusan,17463,Confirmed Eruption,,,,,-3550,500,0,,0,,Correlation: Tephrochronology,,,,,,,,36.155,136.771
283002,Sanbesan,17370,Confirmed Eruption,,,,,-3550,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.141,132.622
285070,Akan,18671,Confirmed Eruption,Me-Akan (Nakamachineshiri),3,,,-3550,500,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.384,144.013
285081,Mashu,18709,Confirmed Eruption,Kamuinupuri,4,,,-3550,40,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.572,144.561
285080,Kussharo,18721,Confirmed Eruption,Atosanupuri,,,?,-3550,,0,,0,,Correlation: Tephrochronology,,,,,,,,43.615,144.427
285032,Yoteizan,18584,Confirmed Eruption,,,,?,-3550,,0,,0,,Correlation: Tephrochronology,,,,,,,,42.827,140.812
282090,Kirishimayama,17093,Confirmed Eruption,Takachiho-mine (Mojihara Ash),3,,?,-3550,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.934,130.862
282110,Asosan,17184,Confirmed Eruption,,,,,-3610,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,32.884,131.104
284010,Izu-Oshima,18152,Confirmed Eruption,,,,?,-3650,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
283030,Fujisan,17400,Confirmed Eruption,,,,,-3690,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,35.361,138.728
283020,Hakoneyama,17381,Confirmed Eruption,Futago-yama,1,,,-3700,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.233,139.021
283100,Myokosan,17555,Confirmed Eruption,,,,?,-3700,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.891,138.114
283120,Kusatsu-Shiranesan,17818,Confirmed Eruption,Shirane,2,,?,-3750,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.618,138.528
284010,Izu-Oshima,18151,Confirmed Eruption,,,,?,-3750,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
283240,Iwatesan,18061,Confirmed Eruption,Higashi-Iwate,,,,-3750,100,0,,0,,Correlation: Tephrochronology,,,,,,,,39.853,141.001
282120,Kujusan,17355,Confirmed Eruption,Taisen-Hokubu lava dome,4,,,-3780,500,0,,0,,Isotopic: 14C (calibrated),,,,,,,,33.086,131.249
283160,Bandaisan,17891,Confirmed Eruption,,,,?,-3850,,0,,0,,Correlation: Tephrochronology,,,,,,,,37.601,140.072
283190,Zaozan [Zaosan],17942,Confirmed Eruption,Goshiki-dake area,,,,-3850,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.144,140.44
285011,Esan,18547,Confirmed Eruption,NW E-san,,,,-3900,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,41.805,141.166
283050,Hakusan,17462,Confirmed Eruption,,,,,-3900,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.155,136.771
283100,Myokosan,17554,Confirmed Eruption,,,,?,-4000,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.891,138.114
284010,Izu-Oshima,18150,Confirmed Eruption,,,,,-4000,300,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
282100,Unzendake,17166,Confirmed Eruption,Fugen-dake (Shimanomine),,,,-4050,3000,0,,0,,Radiogenic: Fission track,,,,,,,,32.761,130.299
283270,Iwakisan,18101,Confirmed Eruption,West summit lava dome,,,?,-4050,,0,,0,,Correlation: Tephrochronology,,,,,,,,40.656,140.303
284041,Mikurajima,17578,Confirmed Eruption,Tsubunegamori & Yasukajigamori domes,,,,-4100,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,33.874,139.602
283110,Asamayama,17672,Confirmed Eruption,,,,,-4100,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.406,138.523
283030,Fujisan,17399,Confirmed Eruption,,,,,-4120,300,0,,0,,Correlation: Tephrochronology,,,,,,,,35.361,138.728
283140,Nikko-Shiranesan,17853,Confirmed Eruption,,,,,-4150,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.799,139.376
283271,Towada,18097,Confirmed Eruption,Goshikiiwa (Nakanoumi),5,+,?,-4150,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.51,140.88
283190,Zaozan [Zaosan],17941,Confirmed Eruption,Goshiki-dake area,,,,-4150,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.144,140.44
283180,Azumayama,17917,Confirmed Eruption,Azuma Ko-Fuji,3,,,-4150,500,0,,0,,Isotopic: 14C (calibrated),,,,,,,,37.735,140.244
284010,Izu-Oshima,18149,Confirmed Eruption,,,,?,-4250,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
283170,Adatarayama,17904,Confirmed Eruption,Numanotaira,3,,,-4300,850,0,,0,,Correlation: Tephrochronology,,,,,,,,37.647,140.281
283100,Myokosan,17553,Confirmed Eruption,,,,?,-4300,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.891,138.114
285020,Hokkaido-Komagatake,18561,Confirmed Eruption,,4,P,?,-4350,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,42.063,140.677
283150,Nasudake,17870,Confirmed Eruption,Chausu-dake,2,?,,-4350,950,0,,0,,Correlation: Tephrochronology,,,,,,,,37.125,139.963
283240,Iwatesan,18060,Confirmed Eruption,Higashi-Iwate,,,,-4350,500,0,,0,,Correlation: Tephrochronology,,,,,,,,39.853,141.001
284020,Niijima,18246,Confirmed Eruption,Niijima-yama,,,?,-4350,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.397,139.27
282060,Kikai,16980,Confirmed Eruption,Kikai caldera,7,,?,-4350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
282090,Kirishimayama,17092,Confirmed Eruption,Old Takachiho,4,,?,-4350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,31.934,130.862
283200,Naruko,17990,Confirmed Eruption,,,,>,-4400,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.729,140.734
283240,Iwatesan,18059,Confirmed Eruption,Higashi-Iwate,0,,,-4450,500,0,,0,,Correlation: Tephrochronology,,,,,,,,39.853,141.001
284010,Izu-Oshima,18148,Confirmed Eruption,,,,?,-4450,,0,,0,,Correlation: Tephrochronology,,,,,,,,34.724,139.394
282120,Kujusan,17354,Confirmed Eruption,"Tachi-san, Gakurokuji",,,,-4490,500,0,,0,,Correlation: Tephrochronology,,,,,,,,33.086,131.249
285020,Hokkaido-Komagatake,18560,Confirmed Eruption,,,,,-4500,150,0,,0,,Correlation: Tephrochronology,,,,,,,,42.063,140.677
285070,Akan,18670,Confirmed Eruption,Me-Akan (Ponmachineshiri),,,,-4550,500,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,43.384,144.013
284011,Toshima,18137,Confirmed Eruption,Kajiana crater,0,,,-4550,2550,0,,0,,Correlation: Tephrochronology,,,,,,,,34.52,139.279
283180,Azumayama,17916,Confirmed Eruption,Issaikyo-Minami,,,,-4550,1000,0,,0,,Correlation: Tephrochronology,,,,,,,,37.735,140.244
